id,submitdate,lastpage,startlanguage,seed,startdate,datestamp,refurl,ProlificID,SessionID,StudyID,group,Checks,Instruction,VMVE,VMIE,IMVE,IMIE,ComprehensionCheck,SAMontero[ComfortPublic],SAMontero[ComfortPrivate],SAPearson,SAKoelle,ConfidenceKoelle,LocationsRico[parking],LocationsRico[carpark],LocationsRico[servicearea],LocationsRico[pavement],LocationsRico[home],LocationsRico[driving],LocationsRico[passenger],LocationsRico[pub],LocationsRico[workplace],AudiencesRico[alone],AudiencesRico[partner],AudiencesRico[friends],AudiencesRico[colleagues],AudiencesRico[strangers],AudiencesRico[family],Gender,Age,SurveyFinished,interviewtime,groupTime7,ProlificIDTime,SessionIDTime,StudyIDTime,groupTime,ChecksTime,groupTime8,InstructionTime,VMVETime,VMIETime,IMVETime,IMIETime,ComprehensionCheckTime,groupTime10,SAMonteroTime,SAPearsonTime,SAKoelleTime,ConfidenceKoelleTime,LocationsRicoTime,AudiencesRicoTime,groupTime9,GenderTime,AgeTime,SurveyFinishedTime
273,2024-07-22 22:16:16,20,en,739594515,2024-07-22 22:12:03,2024-07-22 22:16:16,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,41,,234.31,,,,,,,,14.44,,,26.02,,26.62,,10.07,7.03,6.31,12.31,69.32,47.11,,4.38,5.26,5.44
274,2024-07-22 22:16:09,20,en,1429119288,2024-07-22 22:12:04,2024-07-22 22:16:09,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,51,,238.69,,,,,,,,14.69,,,76.79,,20.59,,12.34,4.16,5.9,10.54,55.58,28.13,,2.93,4.28,2.76
275,2024-07-22 22:14:27,20,en,1693778215,2024-07-22 22:12:06,2024-07-22 22:14:27,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,48,,139.7,,,,,,,,10.18,,25.26,,,17.01,,8.42,5.17,5.56,8.05,27.73,17.79,,4.73,4.98,4.82
276,,15,en,492124549,2024-07-22 22:12:09,2024-07-22 22:14:05,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,6,3,,,,,,,,,,,,,,,,,,,108.73,,,,,,,,10.79,,30.76,,,13.79,,9.22,6.8,16.25,21.12,,,,,,
277,2024-07-22 22:17:36,20,en,1466413878,2024-07-22 22:12:11,2024-07-22 22:17:36,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,5,5,5,6,6,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,45,,326.05,,,,,,,,117.72,134.17,,,,8.88,,6.27,5.36,4.77,4.65,19.8,10.73,,4.69,3.59,5.42
278,2024-07-22 22:14:25,20,en,356506398,2024-07-22 22:12:11,2024-07-22 22:14:25,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,femal,37,,132.74,,,,,,,,13.17,,,36.32,,11.78,,7.31,5.18,5.44,4.64,23.23,13.04,,3.68,5.47,3.48
279,2024-07-22 22:15:50,20,en,1058889418,2024-07-22 22:12:11,2024-07-22 22:15:50,https://app.prolific.com/studies/66978d746fdddabc9c3b2ff4,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,5,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,femal,36,,217.16,,,,,,,,10.8,,47.33,,,7.25,,7.12,24.88,22.94,4.63,62.89,14.94,,4.81,5.42,4.15
280,2024-07-22 22:14:26,20,en,1863623482,2024-07-22 22:12:13,2024-07-22 22:14:26,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,1,4,6,5,6,6,5,4,4,4,5,6,6,6,4,5,4,4,3,4,5,femal,34,,131.67,,,,,,,,11.03,,26.34,,,10.71,,10.18,4.79,4.82,4.89,27.41,19.92,,3.18,4.19,4.21
281,2024-07-22 22:14:22,20,en,2055566283,2024-07-22 22:12:13,2024-07-22 22:14:22,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,47,,125.03,,,,,,,,2.27,,,36.88,,18.48,,8.17,3.9,5.75,4.35,23.64,9.75,,3.39,4.74,3.71
282,2024-07-22 22:14:00,20,en,633414027,2024-07-22 22:12:14,2024-07-22 22:14:00,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,3,6,5,6,6,3,5,5,4,5,6,6,6,4,4,5,4,3,4,5,femal,28,,106.99,,,,,,,,7.68,,22.11,,,6.21,,5.89,4.59,5.48,4.21,25.75,13.17,,3.81,4.85,3.24
283,2024-07-22 22:16:01,20,en,569157494,2024-07-22 22:12:16,2024-07-22 22:16:01,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,5,5,5,5,5,3,5,6,6,6,6,5,5,5,5,5,5,male,30,,221.32,,,,,,,,19.66,,21.75,,,12.21,,9.65,5.67,10.97,10.79,44.85,74.83,,3.07,4.38,3.49
284,2024-07-22 22:19:20,20,en,1615618226,2024-07-22 22:12:17,2024-07-22 22:19:20,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,male,60,,411,,,,,,,,22.72,51.26,,,,13.84,,15.98,16.08,19.57,180.46,44.54,23.18,,7.63,9.35,6.39
285,2024-07-22 22:16:25,20,en,101667724,2024-07-22 22:12:18,2024-07-22 22:16:25,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,6,6,5,5,5,5,5,6,6,5,5,5,5,5,5,4,5,male,37,,243.92,,,,,,,,42.72,,,,56.43,10.22,,17.91,6.09,7.48,9.38,58.86,19.21,,4.09,7.59,3.94
286,2024-07-22 22:15:21,20,en,1157237638,2024-07-22 22:12:18,2024-07-22 22:15:21,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,male,42,,161.22,,,,,,,,15.03,,,,37.68,13.16,,6.88,6.01,6.28,5.5,31.49,18.08,,8.26,6.27,6.58
287,2024-07-22 22:15:11,20,en,589860848,2024-07-22 22:12:27,2024-07-22 22:15:11,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,5,5,5,5,6,5,5,4,5,4,3,2,5,4,5,5,5,5,5,5,femal,39,,164.16,,,,,,,,12.06,,,,38.6,14.56,,7.9,7.88,5.86,8.55,27.58,21.42,,6.72,7.24,5.79
288,2024-07-22 22:15:44,20,en,1088246408,2024-07-22 22:12:37,2024-07-22 22:15:44,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,43,,185.94,,,,,,,,16.2,27.86,,,,24.2,,8.31,7.13,7.11,5.1,57.65,18.12,,3.52,4.92,5.82
289,2024-07-22 22:16:31,20,en,52161386,2024-07-22 22:13:13,2024-07-22 22:16:31,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,25,,193.11,,,,,,,,53.61,,,,33.67,9.01,,7.91,4.98,4.84,5.79,32.8,24.03,,2.33,10.85,3.29
290,,10,en,866625876,2024-07-22 22:14:09,2024-07-22 22:16:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.11,,,,,,,,19.12,,,84.99,,,,,,,,,,,,,
291,2024-07-22 22:20:20,20,en,782769185,2024-07-22 22:15:18,2024-07-22 22:20:20,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,5,5,5,6,6,5,5,5,5,5,2,2,3,5,5,5,5,5,5,5,femal,28,,280.03,,,,,,,,55.31,,44.92,,,26.93,,15.13,12.23,11.44,7.9,65.49,22.55,,7.2,5.48,5.45
292,2024-07-22 22:21:03,20,en,2083649582,2024-07-22 22:17:08,2024-07-22 22:21:03,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,5,6,5,7,6,5,5,4,5,5,6,6,5,5,4,5,5,5,3,5,male,61,,236.67,,,,,,,,4.38,,,53.88,,7.4,,25.18,18.16,14.21,8.91,49.67,36.79,,5.5,6.85,5.74
293,2024-07-22 22:21:05,20,en,96156381,2024-07-22 22:19:19,2024-07-22 22:21:05,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,male,32,,105.01,,,,,,,,6.76,,23.8,,,8.17,,7,3.3,4.96,4.75,22.05,14.61,,3.03,3.65,2.93
294,2024-07-22 22:28:51,20,en,1170331478,2024-07-22 22:26:31,2024-07-22 22:28:51,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,3,5,5,1,6,6,4,4,5,5,4,4,4,femal,25,,142.07,,,,,,,,2.48,10.8,,,,6.55,,5.4,4.52,4.66,19.23,33.81,36.65,,4.34,9.17,4.46
295,2024-07-22 22:33:38,20,en,1939141431,2024-07-22 22:31:38,2024-07-22 22:33:38,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,6,5,5,4,4,5,6,6,6,5,5,5,5,5,5,5,femal,42,,117.04,,,,,,,,9.5,23.99,,,,8.97,,4.81,5.27,5.05,6.62,33.08,9.99,,2.72,4.09,2.95
296,2024-07-22 22:57:54,20,en,216212822,2024-07-22 22:40:18,2024-07-22 22:57:54,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,30,,1053.88,,,,,,,,712.04,41.75,,,,10.09,,5.46,5.29,11.42,5.74,241.75,8.43,,4.45,3.81,3.65
297,2024-07-22 22:48:17,20,en,1639938525,2024-07-22 22:45:32,2024-07-22 22:48:17,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,5,5,5,6,6,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,femal,28,,162.53,,,,,,,,8.66,32.79,,,,12.22,,37.52,4.1,4.49,3.06,33.94,13.54,,4.53,4.51,3.17
298,2024-07-22 23:02:21,20,en,1552352038,2024-07-22 22:49:20,2024-07-22 23:02:21,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,3,6,6,5,6,6,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,femal,30,,783.46,,,,,,,,491.62,34.47,,,,12.64,,8.67,6.43,4.98,5.86,16.93,102.85,,25.74,64.53,8.74
